formula_id,source,vocab_version,token_ids,token_names,decoded_formula,token_len,horizon,valid,invalid_reason,reward,finite_count,coverage,finite_std,scorer_days,scorer_mean_return,scorer_median_return,scorer_hit_rate,scorer_ann_return_proxy,avg_top_k,max_abs_signal,step,sample_idx
phase3c_gpu_000067_1009,phase3c_gpu_train,phase3a-v1,5 4 4 8 13 3 24 20 8 2 10 2 8 11 20 19,amount volume volume ADD ABS close DECAY MA20 ADD low MUL low ADD DIV MA20 MA10,MA10(MA20((amount DIV (((ABS((volume ADD volume)) ADD MA20(DECAY(close))) MUL low) ADD low)))),16,10,True,,0.00859931018203497,42446,0.9785370230674744,30.481836318969727,2337,0.00859931018203497,,0.5759520530700684,0.21670261658728124,3.501925468444824,385.0921936035156,67,1009
phase3c_gpu_000001_0760,phase3c_gpu_train,phase3a-v1,2 23 5 16 16 9 20 23 21 13 17 22 24 21 20 19,low RET10 amount DELAY5 DELAY5 SUB MA20 RET10 STD10 ABS DELAY10 RET5 DECAY STD10 MA20 MA10,MA10(MA20(STD10(DECAY(RET5(DELAY10(ABS(STD10(RET10(MA20((RET10(low) SUB DELAY5(DELAY5(amount))))))))))))),16,10,True,,0.008245733566582203,41457,0.9557368755340576,0.4055009186267853,2337,0.008245733566582203,,0.5502781271934509,0.20779248587787152,3.501925468444824,7.791662693023682,1,760
phase3c_gpu_000029_0475,phase3c_gpu_train,phase3a-v1,1 15 0 13 13 2 10 19 13 22 24 11 24 20,high DELAY1 open ABS ABS low MUL MA10 ABS RET5 DECAY DIV DECAY MA20,MA20(DECAY((DELAY1(high) DIV DECAY(RET5(ABS(MA10((ABS(ABS(open)) MUL low)))))))),14,10,True,,0.00790271908044815,42674,0.9837932586669922,2275.664794921875,2337,0.00790271908044815,,0.5699614882469177,0.1991485208272934,3.501925468444824,76374.9765625,29,475
phase3c_gpu_000016_0681,phase3c_gpu_train,phase3a-v1,3 17 7 11 20 13 5 11 17 20 19 3 13 11 21 20,close DELAY10 CONST_1 DIV MA20 ABS amount DIV DELAY10 MA20 MA10 close ABS DIV STD10 MA20,MA20(STD10((MA10(MA20(DELAY10((ABS(MA20((DELAY10(close) DIV CONST_1))) DIV amount)))) DIV ABS(close)))),16,10,True,,0.00767093850299716,41344,0.9531318545341492,3.507458075091563e-07,2337,0.00767093850299716,,0.563115119934082,0.19330765027552843,3.501925468444824,9.879552635538857e-06,16,681
phase3c_gpu_000013_0266,phase3c_gpu_train,phase3a-v1,7 0 15 9 1 4 9 4 14 10 24 11 23 13 20 24,CONST_1 open DELAY1 SUB high volume SUB volume SIGN MUL DECAY DIV RET10 ABS MA20 DECAY,DECAY(MA20(ABS(RET10(((CONST_1 SUB DELAY1(open)) DIV DECAY(((high SUB volume) MUL SIGN(volume)))))))),16,10,True,,0.007665082346647978,39226,0.9043040871620178,0.8528918623924255,2337,0.007665082346647978,,0.5246042013168335,0.19316007513552905,3.501925468444824,55.05574417114258,13,266
phase3c_gpu_000005_0224,phase3c_gpu_train,phase3a-v1,2 23 23 16 24 20 14 15 24 7 5 21 14 18 11 8,low RET10 RET10 DELAY5 DECAY MA20 SIGN DELAY1 DECAY CONST_1 amount STD10 SIGN MA5 DIV ADD,(DECAY(DELAY1(SIGN(MA20(DECAY(DELAY5(RET10(RET10(low)))))))) ADD (CONST_1 DIV MA5(SIGN(STD10(amount))))),16,10,True,,0.007550008129328489,43212,0.9961961507797241,0.5550751090049744,2337,0.007550008129328489,,0.5515618324279785,0.19026020485907794,3.501925468444824,6.0,5,224
phase3c_gpu_000025_1277,phase3c_gpu_train,phase3a-v1,5 4 13 4 11 20 22 3 4 13 0 24 8 10 8 11,amount volume ABS volume DIV MA20 RET5 close volume ABS open DECAY ADD MUL ADD DIV,(amount DIV (RET5(MA20((ABS(volume) DIV volume))) ADD (close MUL (ABS(volume) ADD DECAY(open))))),16,10,True,,0.007484546396881342,42820,0.9871590733528137,58.52829360961914,2337,0.007484546396881342,,0.5588361024856567,0.1886105692014098,3.501925468444824,866.6325073242188,25,1277
phase3c_gpu_000021_0337,phase3c_gpu_train,phase3a-v1,7 19 14 13 5 3 7 4 5 22 13 8 8 10 11 8,CONST_1 MA10 SIGN ABS amount close CONST_1 volume amount RET5 ABS ADD ADD MUL DIV ADD,(ABS(SIGN(MA10(CONST_1))) ADD (amount DIV (close MUL (CONST_1 ADD (volume ADD ABS(RET5(amount))))))),16,10,True,,0.007436657790094614,43285,0.9978790283203125,58.3162727355957,2337,0.007436657790094614,,0.5584082007408142,0.18740377631038427,3.501925468444824,867.5938110351562,21,337
phase3c_gpu_000028_1915,phase3c_gpu_train,phase3a-v1,3 4 8 0 7 15 5 12 1 9 3 13 11 8 8 11,close volume ADD open CONST_1 DELAY1 amount NEG high SUB close ABS DIV ADD ADD DIV,((close ADD volume) DIV (open ADD (DELAY1(CONST_1) ADD ((NEG(amount) SUB high) DIV ABS(close))))),16,10,True,,0.007424521259963512,43375,0.9999538660049438,0.011941822245717049,2337,0.007424521259963512,,0.5588361024856567,0.18709793575108052,3.501925468444824,1.0,28,1915
phase3c_gpu_000025_1519,phase3c_gpu_train,phase3a-v1,4 20 13 20 14 3 5 13 4 11 1 14 15 9 11 9,volume MA20 ABS MA20 SIGN close amount ABS volume DIV high SIGN DELAY1 SUB DIV SUB,(SIGN(MA20(ABS(MA20(volume)))) SUB (close DIV ((ABS(amount) DIV volume) SUB DELAY1(SIGN(high))))),16,10,True,,0.0074064950458705425,43370,0.9998385906219482,0.1333521008491516,2337,0.0074064950458705425,,0.5596919059753418,0.18664367515593766,3.501925468444824,6.983760833740234,25,1519
phase3c_gpu_000001_1280,phase3c_gpu_train,phase3a-v1,0 4 12 1 12 8 11 4 24 8 19 23 20 5 20 11,open volume NEG high NEG ADD DIV volume DECAY ADD MA10 RET10 MA20 amount MA20 DIV,(MA20(RET10(MA10(((open DIV (NEG(volume) ADD NEG(high))) ADD DECAY(volume))))) DIV MA20(amount)),16,10,True,,0.0073989760130643845,42617,0.9824791550636292,6.88303600782092e-07,2337,0.0073989760130643845,,0.574240505695343,0.1864541955292225,3.501925468444824,6.338638922898099e-05,1,1280
phase3c_gpu_000008_0728,phase3c_gpu_train,phase3a-v1,7 15 17 0 9 5 5 22 23 21 17 21 24 8 21 10,CONST_1 DELAY1 DELAY10 open SUB amount amount RET5 RET10 STD10 DELAY10 STD10 DECAY ADD STD10 MUL,((DELAY10(DELAY1(CONST_1)) SUB open) MUL STD10((amount ADD DECAY(STD10(DELAY10(STD10(RET10(RET5(amount))))))))),16,10,True,,0.007322768215090036,42191,0.9726582765579224,1830253568.0,2337,0.007322768215090036,,0.5348737835884094,0.18453375902026892,3.501925468444824,55343734784.0,8,728
phase3c_gpu_000024_1073,phase3c_gpu_train,phase3a-v1,5 23 3 16 5 13 0 2 14 9 19 12 13 11 8 8,amount RET10 close DELAY5 amount ABS open low SIGN SUB MA10 NEG ABS DIV ADD ADD,(RET10(amount) ADD (DELAY5(close) ADD (ABS(amount) DIV ABS(NEG(MA10((open SUB SIGN(low)))))))),16,10,True,,0.00725143076851964,43150,0.9947667717933655,15960334401536.0,2337,0.00725143076851964,,0.5318784713745117,0.18273605536669493,3.501925468444824,2350886051381248.0,24,1073
phase3c_gpu_000037_0932,phase3c_gpu_train,phase3a-v1,2 1 1 17 0 15 2 1 19 3 9 10 8 10 9 8,low high high DELAY10 open DELAY1 low high MA10 close SUB MUL ADD MUL SUB ADD,(low ADD (high SUB (DELAY10(high) MUL (DELAY1(open) ADD (low MUL (MA10(high) SUB close)))))),16,10,True,,0.007222190499305725,43187,0.9956197738647461,9.422861099243164,2337,0.007222190499305725,,0.5357295870780945,0.18199920058250427,3.501925468444824,297.71331787109375,37,932
phase3c_gpu_000064_1820,phase3c_gpu_train,phase3a-v1,3 0 12 10 18 19 15 1 1 14 24 0 13 8 8 8,close open NEG MUL MA5 MA10 DELAY1 high high SIGN DECAY open ABS ADD ADD ADD,(DELAY1(MA10(MA5((close MUL NEG(open))))) ADD (high ADD (DECAY(SIGN(high)) ADD ABS(open)))),16,10,True,,0.007215382531285286,43111,0.9938676953315735,7.719951629638672,2337,0.007215382531285286,,0.5271716117858887,0.1818276397883892,3.501925468444824,99.50457763671875,64,1820
phase3c_gpu_000004_0175,phase3c_gpu_train,phase3a-v1,1 23 0 7 9 3 21 7 2 24 11 10 19 24 11 11,high RET10 open CONST_1 SUB close STD10 CONST_1 low DECAY DIV MUL MA10 DECAY DIV DIV,(RET10(high) DIV ((open SUB CONST_1) DIV DECAY(MA10((STD10(close) MUL (CONST_1 DIV DECAY(low))))))),16,10,True,,0.007191202137619257,42593,0.981925904750824,0.07409916818141937,2337,0.007191202137619257,,0.5438596606254578,0.18121829386800528,3.501925468444824,4.198378086090088,4,175
phase3c_gpu_000018_0092,phase3c_gpu_train,phase3a-v1,7 1 9 19 13 12 5 11 7 2 15 1 10 14 10 10,CONST_1 high SUB MA10 ABS NEG amount DIV CONST_1 low DELAY1 high MUL SIGN MUL MUL,((NEG(ABS(MA10((CONST_1 SUB high)))) DIV amount) MUL (CONST_1 MUL SIGN((DELAY1(low) MUL high)))),16,10,True,,0.007177187129855156,43201,0.9959425330162048,1.9556268853193615e-06,2337,0.007177187129855156,,0.5344458818435669,0.18086511567234992,3.501925468444824,0.00016791773668956012,18,92
